VehicleID,Timestamp,Latitude,Longitude,Speed
1,2026-07-01 00:00:00,28.605441002363857,77.19998580711156,46
1,2026-07-01 00:05:00,28.605720043656056,77.20099632239636,48
1,2026-07-01 00:10:00,28.60523742485961,77.2011604872162,50
1,2026-07-01 00:15:00,28.604767950473676,77.20170304725978,49
1,2026-07-01 00:20:00,28.606230328594023,77.20324176222739,52
1,2026-07-01 00:25:00,28.607046773674973,77.20171788622977,56
1,2026-07-01 00:30:00,28.60679572970689,77.20155401911327,53
1,2026-07-01 00:35:00,28.606938194309276,77.20151936692905,56
1,2026-07-01 00:40:00,28.6070604134745,77.20100393126695,55
1,2026-07-01 00:45:00,28.606767014328142,77.20097409269759,58
1,2026-07-01 00:50:00,28.606166375638225,77.2006823989478,56
1,2026-07-01 00:55:00,28.60694556827274,77.19958130119146,58
1,2026-07-01 01:00:00,28.607768113184843,77.19836045754148,54
1,2026-07-01 01:05:00,28.60639017388102,77.19800734088948,52
1,2026-07-01 01:10:00,28.606608812197074,77.19888910192843,54
1,2026-07-01 01:15:00,28.607394344321573,77.2015451120197,56
1,2026-07-01 01:20:00,28.607867537571032,77.20220430261813,55
1,2026-07-01 01:25:00,28.60832835387118,77.20229022608976,58
1,2026-07-01 01:30:00,28.60748493394782,77.20177690068437,61
1,2026-07-01 01:35:00,28.608067056742534,77.20266464914395,58
1,2026-07-01 01:40:00,28.60854309932996,77.20396831041235,62
1,2026-07-01 01:45:00,28.60770388180674,77.2036590980365,63
1,2026-07-01 01:50:00,28.60753567671864,77.204823866682,58
1,2026-07-01 01:55:00,28.60735794459737,77.20441348337332,60
1,2026-07-01 02:00:00,28.608307949992877,77.2061399998419,60
1,2026-07-01 02:05:00,28.608235939871296,77.20714353273979,59
1,2026-07-01 02:10:00,28.607302177030384,77.20792774092745,60
1,2026-07-01 02:15:00,28.607151643172124,77.20696218325556,57
1,2026-07-01 02:20:00,28.60723869024036,77.20666317590509,55
1,2026-07-01 02:25:00,28.60903297108337,77.20724386544683,54
1,2026-07-01 02:30:00,28.608498554629694,77.20574881157602,59
1,2026-07-01 02:35:00,28.610121475129034,77.20657254465299,55
1,2026-07-01 02:40:00,28.608654507243855,77.2074651741245,54
1,2026-07-01 02:45:00,28.60891162411391,77.20777968702036,52
1,2026-07-01 02:50:00,28.60900870166326,77.2087483320109,56
1,2026-07-01 02:55:00,28.608681076479982,77.20788673395666,51
1,2026-07-01 03:00:00,28.609530997684043,77.2065754097309,54
1,2026-07-01 03:05:00,28.609827117961107,77.20683646500308,55
1,2026-07-01 03:10:00,28.609954130200478,77.20558702128028,54
1,2026-07-01 03:15:00,28.608857864405195,77.20650190560221,56
1,2026-07-01 03:20:00,28.60869657869353,77.20690595645902,58
1,2026-07-01 03:25:00,28.607753521885062,77.20830991519769,53
1,2026-07-01 03:30:00,28.606907504868605,77.2074874258289,54
1,2026-07-01 03:35:00,28.604988733653308,77.20746091195345,49
1,2026-07-01 03:40:00,28.604924355602506,77.20780581428849,50
1,2026-07-01 03:45:00,28.605402109701938,77.20754678564376,47
1,2026-07-01 03:50:00,28.605740132360815,77.20952135684071,51
1,2026-07-01 03:55:00,28.60688295517533,77.2102732898734,56
1,2026-07-01 04:00:00,28.607610788289495,77.20965422051304,55
1,2026-07-01 04:05:00,28.609015993595374,77.21104654626653,60
1,2026-07-01 04:10:00,28.609528417327745,77.21159003495777,63
1,2026-07-01 04:15:00,28.608537881002615,77.21102373722816,60
1,2026-07-01 04:20:00,28.610244485956294,77.2118973266438,57
1,2026-07-01 04:25:00,28.61113199757071,77.21250280977465,55
1,2026-07-01 04:30:00,28.610069693856982,77.21297640220529,50
1,2026-07-01 04:35:00,28.61049770669797,77.21050670334022,52
1,2026-07-01 04:40:00,28.61010944229899,77.20962119096639,55
1,2026-07-01 04:45:00,28.610315092432998,77.2081777076147,59
1,2026-07-01 04:50:00,28.61112860965037,77.20694684329825,63
1,2026-07-01 04:55:00,28.611141643550134,77.20732461289023,58
1,2026-07-01 05:00:00,28.610817152592304,77.20711874617314,57
1,2026-07-01 05:05:00,28.611077035386554,77.20790056904491,60
1,2026-07-01 05:10:00,28.612041845968882,77.20683573789205,57
1,2026-07-01 05:15:00,28.611756356667897,77.2079010303609,52
1,2026-07-01 05:20:00,28.611076331946318,77.20813328405806,54
1,2026-07-01 05:25:00,28.61172938025737,77.20923597152353,51
1,2026-07-01 05:30:00,28.612296274328155,77.20907147108936,54
1,2026-07-01 05:35:00,28.6141620488393,77.20954530401028,57
1,2026-07-01 05:40:00,28.612831974773787,77.2095200163847,59
1,2026-07-01 05:45:00,28.613795350903032,77.20993279731164,54
1,2026-07-01 05:50:00,28.61421346942499,77.20804626926585,59
1,2026-07-01 05:55:00,28.612843598368272,77.20727448851636,59
1,2026-07-01 06:00:00,28.612832154920802,77.20768784260399,61
1,2026-07-01 06:05:00,28.614041536891488,77.20822580260769,56
1,2026-07-01 06:10:00,28.61377688005825,77.21094597177428,55
1,2026-07-01 06:15:00,28.613772184063578,77.20937515979075,53
1,2026-07-01 06:20:00,28.613814164128048,77.20923788797366,48
1,2026-07-01 06:25:00,28.613802580808265,77.20942848667877,47
1,2026-07-01 06:30:00,28.614129804194633,77.20993506198045,46
1,2026-07-01 06:35:00,28.61400567180575,77.21067540279839,45
1,2026-07-01 06:40:00,28.614342070569535,77.2107260326093,43
1,2026-07-01 06:45:00,28.613495276851467,77.20921118538462,44
1,2026-07-01 06:50:00,28.613384072851655,77.20746211595045,40
1,2026-07-01 06:55:00,28.614094182092018,77.207554594822,44
1,2026-07-01 07:00:00,28.61472929464292,77.20647439395196,45
1,2026-07-01 07:05:00,28.614787503361367,77.20533142365413,41
1,2026-07-01 07:10:00,28.615670341021875,77.20488211926804,44
1,2026-07-01 07:15:00,28.61471133292545,77.2062641238722,48
1,2026-07-01 07:20:00,28.61522636819266,77.20677790982312,51
1,2026-07-01 07:25:00,28.614493417057616,77.20697325629567,52
1,2026-07-01 07:30:00,28.61593077338595,77.2069805626684,47
1,2026-07-01 07:35:00,28.615765463771396,77.20629338749308,44
1,2026-07-01 07:40:00,28.614612898399734,77.20479261909986,40
1,2026-07-01 07:45:00,28.61650244605586,77.20411681436565,37
